0,100,100,100,0
1,128.66666666666666,225.25,238,1980
2,143,356.6875,387,4085
3,148.33333333333334,490.25,534,6130
4,159,627.625,683,8165
5,165.66666666666666,770.5625,818,10145
6,179.33333333333334,916,970,12195
