0,100,100,NaN,0
1,96.25,226,NaN,2015
2,107.75,355.3125,NaN,3925
3,127,487.75,NaN,5990
4,149.75,626.125,NaN,7995
5,170.5,769.875,NaN,10085
6,191.5,916.25,NaN,12130
