0,100,100,100,0
1,106.4,249.53846153846155,219,2025
2,103,393.53846153846155,349,4090
3,98.2,536.9230769230769,485.5,6095
4,95.4,681.0769230769231,641.5,8150
5,93.8,826.4615384615385,811,10235
6,90.6,975.3076923076923,982.5,12165
