0,100,100,100,0
1,124.33333333333333,243.8913043478261,255.375,2273
2,145.33333333333334,387.0652173913044,416.625,4561
3,167.16666666666666,528.5434782608696,576.375,6810
4,188.83333333333334,669.5217391304348,739.5,9128
5,204.66666666666666,810.9565217391304,900,11470
6,219.33333333333334,952.7391304347826,1059.125,13828
