0,100,100,100,0
1,127.26086956521739,224.48,242.25,1855
2,149.82608695652175,359.4,400,3986
3,166.52173913043478,498.48,557.9166666666666,6246
4,180.08695652173913,637.44,716.0833333333334,8535
5,190.43478260869566,775.84,876.9166666666666,10748
6,199.34782608695653,914.88,1039,12938
