0,100,100,100,0
1,124.66666666666667,239.66666666666666,276.5,1760
2,143.66666666666666,380.6666666666667,453,3460
3,164,520.0833333333334,612,5235
4,181.66666666666666,656.9166666666666,779.5,6990
5,205.83333333333334,797.75,961.5,8725
6,228.66666666666666,940.75,1151.5,10685
