0,100,100,100,0
1,95,249.14285714285714,244.5,1770
2,112,390.42857142857144,409.75,3615
3,114,528.2857142857143,573,5380
4,123,668.2857142857143,729.25,7260
5,132,808,893.5,9170
6,146.5,949.5,1057.5,11110
