0,100,100,100,0
1,137.55,240.1,287.6,1943
2,152.05,385.46666666666664,457.3,4056
3,165.85,528.0666666666667,625.2,6341
4,181.55,670.0666666666667,792.3,8485
5,192.35,813.4,956.1,10783
6,204.7,955.3333333333334,1121.2,13051
