0,100,100,100,0
1,129.9,145.41176470588235,204.33333333333334,1430
2,150.5,268.05882352941177,344.5,3425
3,169.15,397.2647058823529,493.6666666666667,5611
4,186.3,528.9117647058823,654.6666666666666,7785
5,203.15,662.9705882352941,813.1666666666666,10008
6,219.75,798.4117647058823,971.8333333333334,12340
