0,100,100,100,0
1,113,239.7058823529412,250,1975
2,125,378.11764705882354,397,3920
3,124,515.8823529411765,549.5,5910
4,114,653.3529411764706,721.5,7685
5,102,795.9411764705883,885.5,9655
6,90,940.4117647058823,1056,11520
